45_68_44_ 45_73_44
52_5_41_70_40_4_33_57_12_34_ 52_5_41_74_40_4_33_57_12_34
5_0_45_ 5_50_45
51_ 51
18_62_ 18_62
23_1_80_1_ 23_134
13_20_3_28_50_78_36_ 13_46_3_28_50_117_36
72_ 76
70_8_47_53_ 74_8_47_53
1_80_1_ 134
43_13_62_34_2_ 43_13_62_34_2
37_23_76_9_49_ 37_23_111_9_49
17_54_76_54_58_ 17_28_111_54_32
5_78_34_ 5_117_34
31_7_41_54_64_32_13_30_ 31_7_41_28_64_32_13_30
75_ 107
45_20_ 45_63
17_ 17
62_50_ 62_24
13_51_79_45_55_ 13_51_118_45_55
9_1_ 26_105
49_15_80_52_32_ 49_15_134_52_32
74_37_26_68_51_59_ 37_26_73_25_59
25_64_ 51_64
4_74_32_76_68_42_35_ 4_38_32_111_20_42_35
1_ 1
33_41_76_38_44_ 33_41_111_12_44
12_71_57_ 12_75_57
44_49_51_73_11_7_ 44_49_25_95_11_7
14_36_69_17_0_ 14_36_73_17_0
14_65_ 14_65
39_45_65_51_ 39_45_65_51
25_62_1_ 25_62_47
30_ 56_73
62_59_ 62_59
53_29_75_14_ 53_29_107_14
48_31_56_79_50_43_ 48_31_56_118_50_43
59_ 64
71_ 75
29_17_74_21_75_ 29_17_105_39
62_ 62
72_ 76
56_62_ 56_62
21_64_8_26_52_ 21_64_8_26_52
75_ 107
49_79_ 49_118
16_65_ 16_65
10_58_42_63_53_6_ 26_58_42_63_53_6
23_ 70
1_37_79_12_ 1_37_118_38
23_ 70
9_50_67_48_ 26_50_107_48
74_ 105
76_27_9_13_30_32_25_ 111_27_9_13_30_32_51
 63
53_78_28_ 53_117_28
45_70_ 45_74
47_ 63
9_30_73_15_ 9_30_95_15
23_16_78_40_15_27_ 23_9_117_40_15_27
23_25_17_70_44_33_ 23_25_17_74_44_33
33_ 33
55_ 55
 63
28_25_67_2_ 54_25_107_35
22_18_6_80_13_56_50_ 22_18_6_134_13_56_24
1_79_ 1_118
80_35_10_32_56_2_35_ 134_35_10_32_56_2_61
51_64_53_19_59_42_9_49_7_ 51_64_53_19_59_42_9_49_7
32_57_66_21_ 32_56_70_21
74_ 105
1_65_ 65
24_66_56_ 0_70_56
70_ 74
24_72_26_74_42_34_11_ 24_76_26_38_42_34_11
71_28_11_15_49_29_38_ 75_54_11_15_49_29_12
4_80_45_37_30_23_11_ 4_134_45_37_31_23_11
52_39_45_53_ 52_39_45_53
59_ 64
59_ 64
42_40_38_2_10_ 42_40_38_61_10
74_ 105
2_49_39_21_62_15_0_64_ 2_49_39_38_62_15_0_33
38_1_ 38_105
50_56_30_75_55_27_2_ 0_56_30_107_55_27_61
58_69_12_ 58_73_38
28_21_ 28_105
29_79_47_3_26_38_75_25_52_ 29_118_47_3_26_38_7_25_52
61_51_78_33_ 35_25_117_33
39_1_ 39_105
64_53_37_36_8_62_5_4_25_49_ 33_53_37_36_8_62_5_4_51_49
10_76_56_ 50_30_111_56
72_45_ 76_45
15_43_68_0_ 15_43_73_24
33_3_ 64_3
50_52_46_63_23_11_45_18_ 50_52_20_63_27_11_45_18
72_ 76
17_51_66_38_4_ 17_25_70_38_4
42_5_9_64_50_19_33_ 42_28_9_64_24_45_33
22_24_23_80_26_17_28_ 22_50_23_134_26_17_54
42_38_71_43_ 42_38_75_43
24_65_ 24_65
69_34_27_53_17_21_2_51_5_ 73_34_27_53_17_1_2_51_5
49_ 49
20_ 20_70
5_8_62_32_58_ 5_8_62_32_58
66_59_3_27_36_ 70_59_3_27_36
62_ 62
18_80_1_0_24_ 18_134_50_0
28_62_0_35_ 28_62_0_35
61_49_79_5_10_ 61_49_118_5_10
2_40_27_61_76_74_39_20_ 31_40_27_61_111_21_39_46
11_62_37_29_ 11_62_37_29
61_58_75_14_12_ 35_58_107_14_12
74_34_30_19_16_32_ 38_34_56_45_16_32
20_47_ 20_73
62_ 62
59_3_62_29_13_ 33_3_62_29_13
40_13_64_44_9_ 40_13_64_44_9
27_62_29_ 27_62_29
71_ 75
1_75_ 1_107
38_69_ 12_73
70_ 74
15_79_ 15_118
70_ 74
1_63_15_ 1_70_15
12_71_35_ 38_75_61
79_35_ 118_35
31_39_23_25_80_54_ 31_39_23_51_134_54
51_64_11_ 25_64_11
46_63_13_ 46_70_13
52_2_79_26_25_ 0_2_118_26_51
66_0_30_22_ 70_50_30_22
32_74_41_ 32_105_41
58_56_25_60_66_31_45_2_ 58_56_25_60_70_57_45_2
77_30_ 70_30
51_55_68_58_ 51_55_73_58
45_42_36_73_58_ 45_42_36_95_58
43_34_75_4_2_ 43_34_107_4_2
76_ 111
8_64_48_ 8_64_48
2_71_19_ 2_75_19
62_33_22_23_42_4_10_ 62_59_22_23_42_4_10
9_6_15_75_23_ 9_6_15_107_23
26_71_36_ 26_75_36
80_ 134
42_2_73_38_ 42_2_95_38
34_78_11_47_61_ 34_117_11_47_61
72_74_45_11_ 76_38_45_11
3_6_23_36_66_37_22_5_ 3_6_23_36_111_37_22_5
78_74_57_58_75_ 117_21_31_32_0
56_44_1_73_3_58_ 56_44_21_95_3_58
7_32_70_61_11_36_ 7_32_74_61_11_36
3_ 3
35_33_62_24_30_ 61_59_62_50_30
15_8_72_39_ 15_8_76_39
42_50_64_17_5_ 42_50_64_17_5
30_65_ 30_65
72_ 76
13_23_64_10_3_79_42_5_26_ 13_23_64_10_3_44_42_5_26
39_4_71_36_43_1_ 39_4_75_36_43_1
41_56_62_12_ 41_56_62_38
10_31_79_22_8_ 10_31_118_22_8
81_ 63
66_5_44_14_17_ 70_5_44_14_17
72_54_ 76_54
6_13_54_69_25_0_ 6_13_54_73_25_50
59_ 59
71_ 75
74_26_1_42_33_66_59_40_ 38_26_1_42_33_70_59_40
72_12_34_58_8_58_ 76_38_34_32_8_58
18_20_2_69_2_29_ 18_20_2_73_35_29
2_67_49_52_51_ 2_107_49_52_51
76_ 111
36_18_9_77_33_63_31_22_11_13_ 36_18_9_0_33_70_31_22_11_13
64_ 64
20_62_59_ 20_62_59
70_ 74
60_50_80_55_ 60_24_134_55
81_ 63
74_63_33_29_37_44_51_ 38_63_59_29_37_44_51
16_28_8_61_66_40_37_56_ 16_28_8_61_70_40_37_56
23_1_75_ 23_134
26_9_51_62_14_ 26_9_51_62_14
80_ 134
28_36_80_10_42_51_43_50_ 5_36_134_10_42_51_43_50
43_55_80_4_12_ 43_55_134_4_38
12_49_2_8_ 38_49_35_8
78_ 117
12_10_13_11_49_72_55_ 12_10_13_11_49_76_55
42_66_18_27_5_77_37_28_22_ 42_70_18_27_5_0_37_54_22
70_50_4_50_49_34_ 74_0_4_50_49_34
23_ 23
60_57_76_27_ 60_31_111_27
23_69_36_ 23_73_36
19_70_15_34_25_ 19_74_15_34_51
47_ 73
74_73_40_10_28_57_56_38_52_75_ 95_40_10_28_57_56_38_52_9
24_10_38_75_42_34_11_ 24_26_38_107_42_34_11
11_49_78_53_ 11_49_117_53
35_78_ 61_117
67_25_40_29_16_31_ 107_25_40_29_16_31
35_64_78_42_11_ 61_59_117_42_11
23_34_62_10_ 23_34_62_10
76_ 111
13_73_2_ 13_95_2
49_10_19_45_74_23_3_ 49_10_19_45_105_23_3
34_17_41_80_26_13_35_ 34_17_41_134_26_13_35
81_ 63
9_57_38_15_79_20_26_6_ 9_57_12_15_118_46_26_6
34_16_79_23_8_61_ 34_16_118_23_8_61
78_36_ 117_36
33_78_41_ 33_117_41
11_52_29_69_60_51_ 11_52_29_73_60_51
29_60_72_27_ 29_60_76_27
35_74_ 35_105
34_76_21_22_ 34_111_21_22
58_78_5_43_38_29_ 58_117_5_43_38_29
71_ 75
26_71_ 26_75
26_7_53_6_73_29_58_18_11_ 26_7_53_6_95_29_58_31_11
31_ 31
28_12_28_45_73_42_20_48_ 54_6_28_45_95_42_20_48
46_ 29_105
61_ 61_111
69_ 73
5_6_2_33_75_54_50_ 5_6_35_33_107_54_0
73_ 95
25_80_43_51_56_ 25_134_43_51_56
1_8_80_38_24_ 21_8_134_12_24
48_40_69_5_10_ 48_40_73_5_10
73_60_ 95_60
37_16_10_20_64_11_28_64_35_ 37_16_10_20_64_11_54_59_61
1_69_2_ 1_73_2
11_59_72_43_49_41_ 11_59_76_43_49_41
56_17_9_56_18_ 107_17_9_56_18
53_76_ 53_111
70_14_26_20_17_55_ 74_14_26_20_17_55
39_23_72_1_ 39_23_76_1
56_46_37_71_9_7_ 56_46_37_75_9_7
58_76_20_ 58_111_20
51_48_55_76_53_16_ 25_48_55_111_53_16
20_56_62_52_ 20_56_62_52
62_26_ 62_26
65_ 65
45_80_2_40_20_15_ 45_134_2_40_20_15
11_44_69_3_45_ 11_44_73_3_57
0_43_ 50_43
3_21_ 3_105
53_38_65_20_17_ 53_38_65_46_17
29_76_1_ 29_111
65_ 65
41_62_25_50_48_47_10_54_ 41_62_25_50_48_47_10_54
78_ 117
79_26_0_ 118_26_0
69_ 73
66_76_31_ 111_31
51_29_17_1_11_0_ 51_29_17_107_11_0
5_0_64_35_31_50_ 5_0_33_74_31_50
0_ 0_70
32_12_56_78_40_ 32_12_56_117_40
5_1_71_44_41_22_12_ 5_1_75_44_41_22_12
72_ 76
60_49_22_2_80_37_ 60_49_22_2_134_37
75_ 107
49_ 70
41_76_39_ 41_65_39
30_3_48_71_13_2_ 30_3_48_75_13_35
26_74_40_60_4_ 26_105_40_60_4
40_73_ 40_95
21_ 105
8_50_61_16_3_72_29_23_4_ 8_0_61_26_3_76_29_23_4
46_80_54_57_37_53_19_11_24_ 20_134_54_31_37_53_19_11_24
18_35_17_21_74_25_7_42_ 18_35_2_47_105_25_7_42
49_15_47_52_58_ 49_15_73_52_32
62_ 62
47_71_ 47_75
73_ 95
14_65_ 14_65
48_1_44_42_73_4_12_52_ 48_1_44_42_95_4_12_52
70_33_ 74_59
27_63_13_ 27_70_13
15_24_68_10_ 15_24_73_10
49_63_37_61_53_18_ 49_70_37_61_53_18
42_62_ 42_62
81_ 111
70_5_51_77_51_7_ 74_5_25_24_51_7
23_29_65_58_ 23_29_65_58
24_30_76_56_ 50_30_111_56
6_79_22_ 6_118_22
16_57_79_49_ 16_57_118_49
71_6_36_45_51_49_29_ 75_6_36_45_25_49_29
12_32_19_32_75_25_79_43_35_ 12_32_19_58_1_25_118_43_35
78_ 117
61_33_70_46_57_ 61_59_74_46_31
70_ 74
62_ 62
6_22_10_23_49_50_62_52_ 6_22_10_23_49_50_62_52
73_10_1_77_11_25_ 95_10_1_24_11_51
11_29_63_1_5_ 11_29_63_21_5
26_52_63_43_61_9_ 26_52_63_43_61_9
60_72_16_11_1_19_ 60_76_16_11_1_19
32_33_ 32_33
9_17_66_56_48_ 9_17_70_56_48
25_58_63_54_46_ 25_58_63_28_46
45_56_16_47_78_51_20_30_ 45_56_16_47_117_51_20_30
72_ 76
69_ 73
9_71_0_ 9_75_50
23_63_31_ 23_63_57
19_74_40_37_36_62_30_77_49_ 19_40_37_36_118_30_50_49
74_ 105
70_ 74
45_54_72_51_12_ 45_54_76_51_38
22_63_60_ 22_63_60
20_17_47_78_55_1_ 46_17_47_117_55_1
17_54_63_14_ 17_28_70_14
25_62_42_ 25_62_42
41_31_28_58_40_72_30_50_17_ 41_31_28_58_40_76_30_0_17
9_77_55_71_4_0_ 9_0_55_75_4_50
53_74_28_ 53_105_28
55_43_40_11_28_69_51_8_ 55_43_40_11_28_73_51_8
25_73_51_59_ 25_95_51_59
70_ 74
8_62_15_ 8_62_15
56_1_28_55_ 107_1_28_55
78_10_ 2_73_10
6_22_43_72_44_2_ 6_22_43_76_44_2
59_36_46_9_40_19_ 64_36_46_9_40_19
74_12_62_20_3_29_18_34_35_11_13_ 12_62_20_3_29_18_34_35_11_13
1_70_ 1_74
78_ 117
16_78_2_ 16_117_47
5_44_14_ 5_44_14
60_80_ 60_134
27_58_72_51_ 27_58_76_51
8_9_75_41_57_50_ 8_9_107_41_57_0
80_ 134
71_ 75
66_58_16_54_ 70_58_16_54
22_62_13_ 22_62_13
65_ 65
79_36_ 118_36
0_67_43_ 50_107_43
42_66_51_ 42_70_51
21_17_11_80_9_22_ 1_17_11_134_9_22
72_1_ 76_21
10_23_45_66_44_25_ 10_23_45_70_44_25
28_47_58_ 54_73_58
48_55_39_57_74_59_18_21_ 48_55_39_57_105_59_18_47
59_57_16_78_1_ 59_57_16_117_1
70_ 74
62_ 62
69_ 73
31_8_34_70_27_18_30_ 31_8_34_74_27_18_56
24_78_55_40_52_ 117_55_40_42
50_65_ 0_65
80_32_72_11_5_0_ 1_58_76_11_54_0
59_57_73_10_50_ 59_57_95_10_50
8_71_56_74_47_ 8_75_56_21_47
75_53_34_64_49_ 107_53_34_59_49
55_13_15_72_47_26_52_ 55_13_15_76_47_26_52
52_56_ 52_56
80_ 134
10_14_6_79_5_46_ 10_14_6_118_5_20
39_36_53_ 39_36_53
30_79_44_ 30_118_44
12_5_23_ 73_5_23
33_1_73_61_ 33_1_95_61
38_35_72_54_60_ 38_61_76_54_60
69_61_49_ 73_35_49
 63
25_2_6_19_31_62_22_77_42_ 25_2_6_19_31_62_22_24_42
11_27_76_2_ 11_27_111_31
40_76_ 40_111
47_75_51_ 47_107_51
2_65_23_34_17_53_29_ 2_65_23_34_17_53_29
53_77_80_22_ 53_24_134_22
35_26_12_64_10_2_ 61_26_12_64_10_2
28_27_80_36_2_ 28_27_134_36_61
40_22_73_1_24_ 40_22_95_21_24
71_41_ 75_41
76_ 111
62_ 62
7_66_16_ 7_70_16
69_1_41_ 73_1_41
29_62_ 29_62
17_ 17
28_57_70_10_11_ 54_57_74_10_11
33_ 64
32_12_ 32_105
19_20_75_48_58_ 19_20_107_48_32
22_54_70_26_ 48_54_74_26
61_76_4_ 35_111_4
19_71_2_ 19_75_2
59_42_74_60_29_75_23_ 59_42_21_60_29_107_23
 63
10_10_65_50_11_1_57_22_ 10_26_65_0_11_1_57_22
61_63_ 35_63
59_71_13_ 33_75_13
76_61_ 111_61
72_55_42_43_18_22_3_ 76_55_42_43_18_22_3
38_74_69_37_1_31_31_ 38_12_73_37_1_31_57
52_72_ 52_76
55_25_36_38_74_18_61_5_13_12_ 55_25_36_12_105_18_61_5_13_38
78_ 117
52_25_66_36_ 52_25_70_36
46_7_72_52_ 46_7_76_52
6_70_47_ 6_74_47
31_17_71_1_ 31_17_75_21
23_75_ 23_107
50_10_8_79_45_13_ 0_10_8_118_45_13
32_66_52_20_ 58_70_52_20
12_73_ 38_95
22_24_23_72_26_17_28_ 22_50_23_76_26_17_54
74_73_13_57_43_38_7_58_5_ 95_13_31_43_38_7_58_5
72_ 76
31_75_29_ 31_107_29
7_23_53_62_37_57_ 7_23_53_62_37_57
43_42_72_14_ 43_42_76_14
57_72_ 57_76
38_48_72_29_ 12_48_76_29
78_8_41_53_28_ 117_8_41_53_28
65_ 65
31_36_67_41_ 31_36_107_41
23_63_ 23_63
50_73_ 24_95
78_ 117
3_72_ 3_76
6_77_ 6_70
63_23_35_ 63_61
31_50_80_59_ 57_0_134_59
26_65_59_31_ 26_65_33_31
39_20_19_68_52_36_ 39_20_19_73_52_36
18_33_65_8_ 18_33_65_8
31_3_12_1_71_30_ 31_3_38_21_75_30
17_47_62_49_ 17_21_62_49
73_ 95
46_18_76_66_13_ 46_18_111_13
31_32_ 57_32
13_20_24_34_70_56_55_ 13_20_0_34_74_56_55
38_77_78_66_26_35_5_74_27_ 38_117_26_61_5_21_27
27_62_ 27_62
28_29_ 54_29
17_74_ 17_105
75_ 107
1_61_53_ 1_61_53
21_29_63_25_ 21_29_63_25
13_31_11_64_20_23_41_ 13_31_11_64_46_23_41
12_65_34_ 38_65_34
44_ 44
78_57_23_64_18_32_ 117_57_23_33_18_32
11_42_3_2_74_22_49_18_ 11_42_3_2_105_22_49_18
42_ 42
55_54_39_64_8_33_ 55_54_39_64_8_33
81_ 70
14_52_74_43_38_ 14_52_105_43_12
59_ 64
80_ 134
48_39_68_26_ 48_39_73_26
57_45_60_15_57_65_9_51_53_ 57_45_60_15_31_65_9_51_53
75_ 107
70_13_ 74_13
27_1_80_1_ 27_134
75_ 107
11_59_43_49_70_41_ 11_59_43_49_74_41
79_1_51_77_58_ 118_21_51_0_58
42_63_52_ 6_21_63_52
81_ 63
72_59_37_ 76_59_37
70_ 74
12_48_12_70_39_9_55_ 38_48_12_74_39_9_55
50_6_49_17_74_50_58_29_ 50_6_49_17_105_0_32_29
6_30_32_33_43_1_63_77_17_ 6_30_32_33_43_1_63_24_17
31_28_47_21_65_2_55_77_5_53_ 31_28_47_21_65_35_55_24_5_53
24_74_64_48_28_ 24_105_33_48_28
39_40_71_34_22_ 31_40_75_34_22
3_65_18_11_4_64_40_ 3_65_18_11_4_59_40
34_71_ 34_75
22_74_23_62_26_17_28_ 22_50_23_62_26_17_54
1_41_63_17_ 1_41_70_17
65_ 65
0_69_57_41_60_ 24_73_57_41_60
1_7_63_5_ 21_7_63_5
15_71_8_ 15_75_8
41_50_71_30_23_35_ 41_50_75_56_23_61
74_ 105
30_70_ 30_74
4_50_74_1_6_39_ 4_50_105_21_6_39
5_61_40_62_3_9_53_17_22_ 5_61_40_62_3_9_53_17_22
18_51_54_75_34_14_ 18_25_28_107_34_14
4_65_44_35_9_36_50_30_ 4_65_44_35_9_36_0_30
27_1_1_ 27_134
81_ 70
53_79_27_ 53_118_27
21_20_46_45_75_15_61_12_2_52_ 21_20_46_45_107_15_61_12_2_52
74_ 105
16_28_79_39_10_ 16_28_118_39_10
70_ 74
9_8_80_1_53_ 26_8_134_21_53
11_80_43_21_22_19_30_ 11_134_43_21_22_19_30
52_1_72_16_12_ 52_1_76_16_12
12_62_30_ 12_62_30
6_18_62_1_22_25_45_ 6_18_62_21_22_51_45
35_74_11_ 35_105_11
1_2_79_77_23_38_ 1_35_118_24_23_38
21_14_44_15_62_9_29_23_ 1_14_44_15_62_9_29_23
52_70_5_41_40_4_33_57_12_34_ 52_74_5_41_40_4_33_57_12_34
14_23_6_78_42_25_61_ 14_23_6_117_42_25_61
75_ 107
12_6_37_44_52_16_70_2_ 38_6_37_44_52_16_74_35
9_32_7_34_70_10_58_2_13_ 9_32_7_34_74_10_58_2_13
9_62_ 9_62
30_44_21_70_3_58_ 56_44_21_74_3_58
58_50_65_43_11_ 58_0_65_43_11
1_42_64_5_ 1_42_64_5
24_33_0_11_ 24_0_11
15_71_ 15_75
69_ 73
9_17_7_73_43_2_ 9_17_7_95_43_2
68_ 70
52_76_14_ 52_111_14
10_56_70_12_ 10_56_74_12
36_70_38_33_ 36_74_38_33
54_76_59_18_20_ 28_111_33_18_46
22_18_6_13_79_56_77_ 22_18_6_13_118_56_24
46_ 46
26_56_2_48_79_43_3_60_34_ 26_56_2_48_118_43_3_60_34
1_74_16_ 1_105_16
1_44_47_40_ 1_44_73_40
16_48_71_34_60_ 16_48_75_34_60
12_44_38_18_39_ 12_44_105_18_39
24_28_27_44_22_30_53_20_76_9_ 50_28_27_44_22_30_53_20_111_26
10_79_16_ 10_118_16
12_26_1_42_65_64_59_40_ 38_26_1_42_65_33_59_40
19_10_70_55_ 19_10_74_55
74_39_30_42_32_77_58_64_49_14_ 39_30_42_32_24_58_64_49_14
59_12_ 64_12
39_23_ 39_23
51_36_49_58_73_12_29_77_41_ 25_36_49_32_95_12_29_24_41
42_53_41_ 42_53_41
51_37_60_1_63_19_21_55_42_ 53_37_60_7_63_19_47_55_42
28_26_79_8_13_ 54_26_118_8_13
9_38_77_62_17_22_ 9_38_24_62_17_22
28_74_22_63_26_29_13_ 28_12_22_63_26_29_13
60_64_ 60_64
15_64_7_6_9_5_75_49_60_ 15_59_7_6_9_5_107_49_60
18_73_6_ 18_95_6
49_13_74_0_ 49_13_105_0
55_2_ 55_2
41_40_71_46_ 41_40_75_46
79_ 118
0_80_ 0_134
55_39_34_11_52_20_ 55_39_111_34_11_52_20
79_ 118
33_55_78_39_ 59_55_117_39
52_26_71_2_21_44_ 52_26_75_2_21_44
31_71_36_ 57_75_36
18_25_54_75_34_14_ 18_25_28_107_34_14
33_ 64
13_70_ 13_74
8_37_41_46_74_40_18_19_57_ 8_37_41_20_105_40_18_19_57
44_71_14_39_45_52_42_34_21_ 44_75_14_39_45_52_42_34_21
23_70_ 23_74
48_68_36_52_ 48_73_36_52
2_8_66_77_35_ 35_8_111_50_61
42_70_ 42_74
7_8_11_34_25_20_ 107_8_11_34_51_46
15_75_29_ 15_107_29
9_47_65_60_40_ 26_47_65_60_40
76_0_8_7_34_ 111_50_27_7_34
49_65_39_31_33_25_26_4_ 49_65_39_31_59_25_26_4
28_59_ 54_64
44_3_80_16_37_39_9_15_41_ 44_3_134_16_37_39_9_15_41
63_24_23_64_68_39_ 63_24_23_59_12_39
69_ 73
33_20_71_2_3_ 33_20_75_35_3
52_19_73_29_17_ 52_19_95_29_17
74_13_12_ 105_13_38
32_59_ 32_64
72_ 76
5_74_7_ 5_105_7
52_69_1_ 52_73_1
58_29_17_55_15_14_70_0_24_30_ 58_29_17_55_15_14_74_39_24_30
80_ 134
11_59_43_49_70_41_ 11_59_43_49_74_41
44_70_61_ 44_74_61
51_36_66_30_ 51_36_70_23
3_53_1_4_26_78_10_59_11_ 3_53_1_4_26_117_13_59_11
42_63_ 42_63
19_73_30_ 19_95_56
60_0_73_49_ 60_24_95_49
21_79_61_ 21_118_61
70_ 74
11_13_76_6_32_27_61_21_ 11_13_111_6_32_27_61_21
22_19_80_58_ 22_19_134_32
79_ 118
16_13_62_8_ 16_13_62_8
65_ 65
49_ 49
7_45_6_74_52_56_ 7_45_6_105_52_56
54_72_15_ 28_76_15
34_12_73_52_9_ 34_12_95_52_9
3_78_ 3_117
15_71_27_11_ 15_75_27_11
22_65_ 22_65
39_71_ 39_75
41_21_ 41_105
1_30_63_1_27_55_ 47_30_63_21_27_55
42_29_63_34_ 42_29_63_34
1_80_ 134
74_48_41_ 105_48_41
53_36_78_17_4_49_12_ 53_36_117_17_4_49_12
47_78_ 47_117
1_20_63_33_ 46_63_59
41_9_45_53_13_71_40_ 41_26_45_53_13_75_40
73_ 95
31_9_70_22_39_60_52_44_ 31_9_74_22_39_60_52_44
8_71_55_45_44_6_14_ 8_75_55_45_44_6_14
75_ 107
49_32_64_35_ 49_32_64_61
42_4_63_26_19_ 42_4_70_26_19
81_ 70
51_ 51
79_ 118
24_41_20_23_80_43_15_16_ 0_41_20_23_134_43_15_16
13_43_58_63_21_7_39_ 13_43_58_63_21_7_39
23_70_ 23_74
2_8_14_41_64_19_40_56_56_ 35_8_14_41_64_19_40_56
59_2_30_ 59_2_56
26_57_73_54_51_ 26_57_95_54_51
62_ 62
53_63_ 53_63
27_27_40_5_17_56_78_55_ 27_60_40_5_17_56_117_55
27_71_ 27_75
59_62_24_ 59_62_24
70_50_ 74_0
80_5_16_43_36_1_27_ 134_5_16_43_36_1_27
81_ 63
11_17_ 11_117
75_ 107
28_19_4_79_50_61_ 28_19_4_118_50_35
30_63_18_ 30_63_18
26_65_ 26_65
65_36_35_ 65_36_35
2_64_37_63_3_0_ 2_33_37_63_3_0_57
49_1_14_ 49_70_14
24_52_78_56_ 50_52_70_56
20_6_72_17_ 20_6_76_17
11_62_13_ 11_62_13
63_55_42_43_18_22_3_ 63_55_42_43_18_22_3
55_11_22_41_35_70_43_ 55_11_22_41_35_74_43
11_27_7_52_14_48_74_13_21_ 11_27_7_52_14_48_105_13_47
12_22_77_73_13_9_ 38_22_24_95_13_9
33_ 64
48_12_56_63_4_ 48_38_21_30_63_4
59_ 64
51_78_54_ 51_117_54
65_ 65
75_ 107
41_63_ 41_63
25_13_69_4_ 25_13_73_4
39_66_ 39_70
28_64_23_ 28_64_23
42_80_ 42_134
30_75_ 56_107
24_68_ 24_73
78_26_ 117_26
31_12_ 57_105
19_77_74_34_29_ 19_0_105_34_29
40_2_71_35_11_ 40_35_75_61_11
63_54_10_25_ 63_28_10_25
34_25_74_0_38_ 34_25_105_0_38
1_26_63_28_ 1_26_70_28
42_20_34_22_68_12_ 42_20_34_22_70_38
73_ 95
73_36_28_ 95_36_28
9_52_71_10_29_ 9_52_75_10_29
60_ 60
28_38_31_74_56_47_ 54_12_31_105_56_21
41_15_60_59_ 41_15_60_59
61_49_79_5_10_ 61_49_118_5_10
76_ 111
17_1_47_78_7_5_34_43_ 17_1_47_117_7_5_34_43
74_0_36_ 105_0_36
2_64_16_ 2_64_16
29_62_51_ 29_62_51
22_79_31_38_ 22_118_56_38
51_78_ 51_117
74_ 105
72_ 76
74_ 105
6_58_31_43_63_33_2_60_55_ 6_58_31_43_63_33_2_60_55
48_45_50_44_16_35_4_80_2_ 48_45_0_44_16_35_4_134_61
10_70_ 10_74
72_50_53_ 76_0_53
12_14_16_18_23_63_4_2_ 38_14_16_18_23_63_4_2
17_80_ 17_134
30_53_57_16_ 56_53_57_16
59_48_78_19_68_ 59_48_117_19_12
7_36_74_49_52_72_13_35_28_33_ 7_36_38_49_52_76_13_35_28_59
17_11_60_76_41_51_ 17_11_60_111_41_51
32_64_ 58_64
5_62_ 5_62
10_80_1_59_ 10_134_33
33_65_36_49_46_10_37_45_ 33_65_36_49_20_10_37_45
44_53_22_79_2_31_17_ 44_53_48_118_2_31_17
53_ 53_70
30_64_53_ 30_64_53
76_ 111
48_23_71_2_58_ 48_23_75_2_58
13_7_8_63_20_ 13_7_8_63_46
31_66_4_ 57_70_4
23_55_37_65_10_52_ 17_55_37_65_10_50_21
41_65_1_ 41_65_1
44_5_66_36_27_ 44_5_70_36_27
48_49_62_12_52_ 48_49_62_12_52
17_31_65_29_56_30_5_ 17_31_65_29_56_30_5
52_38_53_62_23_43_ 52_38_53_62_23_43
65_ 65
55_57_ 55_31
7_36_76_10_ 7_36_111_10
8_1_ 8_70
28_50_7_63_17_ 28_50_7_70_17
59_ 64
33_56_25_1_ 64_56_25_1
71_ 75
76_ 111
22_12_71_31_26_ 22_12_75_31_26
51_48_72_35_57_ 51_48_76_35_57
38_50_69_41_39_31_ 38_50_73_41_39_57
30_20_47_54_63_9_53_ 30_20_47_28_63_9_53
5_4_6_1_35_66_9_ 5_43_6_1_35_70_26
29_53_44_72_56_61_ 29_53_44_76_31_35
57_23_16_26_5_71_33_56_45_17_ 57_23_16_26_5_75_33_56_45_17
14_66_12_ 0_70_12
16_8_33_45_48_66_56_ 16_8_33_45_48_70_56
19_71_11_ 19_75_11
35_48_2_70_31_24_26_37_8_ 61_48_2_74_31_0_26_37_8
57_22_16_62_11_30_39_12_26_ 31_22_16_62_11_30_39_12_26
51_7_80_34_39_ 51_7_134_34_39
50_22_71_30_60_ 24_22_75_31_60
62_35_ 62_61
64_1_0_56_26_4_80_35_20_47_ 59_1_0_56_26_4_134_35_46_38
71_24_ 75_24
79_ 118
28_12_ 28_76
9_79_ 26_118
73_ 95
23_68_ 23_73
45_80_ 45_134
6_46_80_0_ 6_20_134_50
12_62_ 38_62
31_7_31_ 31_7_57
11_44_77_77_48_56_ 11_44_70_24_48_56
23_54_80_3_ 23_54_134_7_3
29_59_80_35_14_ 29_33_134_35_14
10_22_77_36_17_63_20_ 10_22_24_36_17_63_20
76_74_36_48_ 111_21_36_48
40_64_58_ 40_64_32
76_ 111
58_56_62_11_ 32_30_62_11
46_67_25_ 46_107_51
19_63_ 19_63
1_50_74_53_ 46_0_105_53
7_70_ 7_74
75_ 107
54_64_ 54_64
35_74_13_45_46_79_37_ 35_1_13_45_46_118_37
1_80_ 134
81_ 63
24_80_2_ 50_134_2
69_ 73
13_20_24_34_76_56_55_ 13_20_0_34_111_56_55
70_41_61_45_20_ 74_41_61_45_20
20_10_72_48_0_ 20_10_76_48_0
36_35_47_62_8_56_38_4_ 36_35_47_62_8_56_38_4
30_69_58_ 30_73_32
3_34_79_52_47_ 3_34_118_52_47
80_1_60_ 134_60
